lines,analysis,reference,aligner,method,filtering,mass
2342,underfiltered_calls,grch38,bismark,emseq,combined,50ng
2570,underfiltered_calls,grch38,bismark,emseq,combined,10ng
2911,underfiltered_calls,grch38,bwameth,wgbs,combined,50ng
1692,underfiltered_calls,t2t,bismark,emseq,combined,10ng
4772,underfiltered_calls,grch38,bismark,wgbs,combined,10ng
1266,underfiltered_calls,grch38,bwameth,emseq,combined,200ng
4070,underfiltered_calls,grch38,bismark,wgbs,combined,200ng
288,underfiltered_calls,t2t,bwameth,wgbs,combined,10ng
4048,underfiltered_calls,grch38,bismark,wgbs,combined,50ng
559,underfiltered_calls,t2t,bwameth,emseq,combined,50ng
1784,underfiltered_calls,t2t,bismark,emseq,combined,50ng
1626,miscalled_clinvar_genes_lowmap,grch38,bwameth,wgbs,combined,200ng
1586,miscalled_clinvar_genes_lowmap,grch38,bwameth,emseq,combined,10ng
1574,miscalled_clinvar_genes_lowmap,grch38,bwameth,wgbs,combined,10ng
1759,miscalled_clinvar_genes_lowmap,grch38,bismark,wgbs,combined,10ng
1448,miscalled_clinvar_genes_lowmap,grch38,bwameth,emseq,combined,200ng
86,miscalled_clinvar_genes_lowmap,t2t,bwameth,wgbs,combined,200ng
57,miscalled_clinvar_genes_lowmap,t2t,bwameth,wgbs,combined,10ng
89,miscalled_clinvar_genes_lowmap,t2t,bwameth,wgbs,combined,50ng
123,miscalled_clinvar_genes_lowmap,t2t,bwameth,emseq,combined,200ng
425,miscalled_clinvar_genes_lowmap,t2t,bismark,wgbs,combined,50ng
397,miscalled_clinvar_genes_lowmap,t2t,bismark,wgbs,combined,10ng
508,miscalled_clinvar_genes_lowmap,t2t,bismark,emseq,combined,200ng
518,miscalled_clinvar_genes_lowmap,t2t,bismark,emseq,combined,50ng
409,miscalled_clinvar_genes_lowmap,t2t,bismark,wgbs,combined,200ng
115,miscalled_clinvar_genes_lowmap,t2t,bwameth,emseq,combined,50ng
1629,miscalled_clinvar_genes_lowmap,grch38,bismark,emseq,combined,200ng
1789,miscalled_clinvar_genes_lowmap,grch38,bismark,wgbs,combined,50ng
1655,miscalled_clinvar_genes_lowmap,grch38,bismark,emseq,combined,50ng
1774,miscalled_clinvar_genes_lowmap,grch38,bismark,wgbs,combined,200ng
1736,miscalled_clinvar_genes_lowmap,grch38,bismark,emseq,combined,10ng
108,miscalled_clinvar_genes_lowmap,t2t,bwameth,emseq,combined,10ng
1501,miscalled_clinvar_genes_lowmap,grch38,bwameth,emseq,combined,50ng
1632,miscalled_clinvar_genes_lowmap,grch38,bwameth,wgbs,combined,50ng
485,miscalled_clinvar_genes_lowmap,t2t,bismark,emseq,combined,10ng
1574,miscalled_clinvar_genes,grch38,bwameth,wgbs,combined,10ng
1626,miscalled_clinvar_genes,grch38,bwameth,wgbs,combined,200ng
1586,miscalled_clinvar_genes,grch38,bwameth,emseq,combined,10ng
929,resolved_clinvar_genes,grch38,bwameth,wgbs,combined,10ng
86,miscalled_clinvar_genes,t2t,bwameth,wgbs,combined,200ng
1199,resolved_clinvar_genes,grch38,bwameth,wgbs,combined,200ng
397,miscalled_clinvar_genes,t2t,bismark,wgbs,combined,10ng
89,miscalled_clinvar_genes,t2t,bwameth,wgbs,combined,50ng
1501,miscalled_clinvar_genes,grch38,bwameth,emseq,combined,50ng
409,miscalled_clinvar_genes,t2t,bismark,wgbs,combined,200ng
108,miscalled_clinvar_genes,t2t,bwameth,emseq,combined,10ng
1515,resolved_clinvar_genes,grch38,bwameth,emseq,combined,10ng
1629,miscalled_clinvar_genes,grch38,bismark,emseq,combined,200ng
425,miscalled_clinvar_genes,t2t,bismark,wgbs,combined,50ng
123,miscalled_clinvar_genes,t2t,bwameth,emseq,combined,200ng
96,resolved_clinvar_genes,t2t,bismark,wgbs,combined,10ng
21,resolved_clinvar_genes,t2t,bwameth,wgbs,combined,200ng
38,resolved_clinvar_genes,t2t,bwameth,emseq,combined,10ng
509,miscalled_clinvar_genes,t2t,bismark,emseq,combined,200ng
1373,resolved_clinvar_genes,grch38,bwameth,emseq,combined,50ng
1658,miscalled_clinvar_genes,grch38,bismark,emseq,combined,50ng
1739,miscalled_clinvar_genes,grch38,bismark,emseq,combined,10ng
21,resolved_clinvar_genes,t2t,bwameth,wgbs,combined,50ng
1633,miscalled_clinvar_genes,grch38,bwameth,wgbs,combined,50ng
136,resolved_clinvar_genes,t2t,bismark,wgbs,combined,200ng
485,miscalled_clinvar_genes,t2t,bismark,emseq,combined,10ng
1190,resolved_clinvar_genes,grch38,bwameth,wgbs,combined,50ng
37,resolved_clinvar_genes,t2t,bwameth,emseq,combined,200ng
146,resolved_clinvar_genes,t2t,bismark,wgbs,combined,50ng
1547,resolved_clinvar_genes,grch38,bismark,emseq,combined,200ng
1670,resolved_clinvar_genes,grch38,bismark,emseq,combined,10ng
1562,resolved_clinvar_genes,grch38,bismark,emseq,combined,50ng
1774,miscalled_clinvar_genes,grch38,bismark,wgbs,combined,200ng
1361,resolved_clinvar_genes,grch38,bwameth,emseq,combined,200ng
1448,miscalled_clinvar_genes,grch38,bwameth,emseq,combined,200ng
1114,resolved_clinvar_genes,grch38,bismark,wgbs,combined,10ng
1759,miscalled_clinvar_genes,grch38,bismark,wgbs,combined,10ng
58,miscalled_clinvar_genes,t2t,bwameth,wgbs,combined,10ng
200,resolved_clinvar_genes,t2t,bismark,emseq,combined,10ng
15,resolved_clinvar_genes,t2t,bwameth,wgbs,combined,10ng
228,resolved_clinvar_genes,t2t,bismark,emseq,combined,50ng
1391,resolved_clinvar_genes,grch38,bismark,wgbs,combined,50ng
219,resolved_clinvar_genes,t2t,bismark,emseq,combined,200ng
1790,miscalled_clinvar_genes,grch38,bismark,wgbs,combined,50ng
115,miscalled_clinvar_genes,t2t,bwameth,emseq,combined,50ng
1381,resolved_clinvar_genes,grch38,bismark,wgbs,combined,200ng
518,miscalled_clinvar_genes,t2t,bismark,emseq,combined,50ng
39,resolved_clinvar_genes,t2t,bwameth,emseq,combined,50ng
5552,lowmap_called_genes,grch38,bwameth,emseq,filt,200ng
5524,lowmap_called_genes,grch38,bismark,emseq,nofilt,200ng
5498,lowmap_called_genes,grch38,bwameth,wgbs,nofilt,200ng
5419,lowmap_called_genes,grch38,bismark,wgbs,filt,50ng
5469,lowmap_called_genes,grch38,bwameth,wgbs,nofilt,10ng
5498,lowmap_called_genes,grch38,bwameth,wgbs,filt,200ng
5538,lowmap_called_genes,grch38,bwameth,emseq,filt,10ng
5389,lowmap_called_genes,grch38,bismark,wgbs,nofilt,10ng
5502,lowmap_called_genes,grch38,bismark,emseq,filt,10ng
5539,lowmap_called_genes,grch38,bwameth,emseq,nofilt,10ng
5541,lowmap_called_genes,grch38,bismark,emseq,filt,50ng
5419,lowmap_called_genes,grch38,bismark,wgbs,nofilt,200ng
5552,lowmap_called_genes,grch38,bwameth,emseq,nofilt,50ng
5382,lowmap_called_genes,grch38,bismark,wgbs,filt,10ng
5552,lowmap_called_genes,grch38,bwameth,emseq,nofilt,200ng
5551,lowmap_called_genes,grch38,bwameth,emseq,filt,50ng
5465,lowmap_called_genes,grch38,bwameth,wgbs,filt,10ng
5505,lowmap_called_genes,grch38,bwameth,wgbs,filt,50ng
5502,lowmap_called_genes,grch38,bismark,emseq,nofilt,10ng
5524,lowmap_called_genes,grch38,bismark,emseq,filt,200ng
5419,lowmap_called_genes,grch38,bismark,wgbs,filt,200ng
5422,lowmap_called_genes,grch38,bismark,wgbs,nofilt,50ng
2937,lowmap_called_genes,t2t,bwameth,wgbs,filt,10ng
2996,lowmap_called_genes,t2t,bwameth,wgbs,filt,50ng
3009,lowmap_called_genes,t2t,bwameth,wgbs,nofilt,200ng
3007,lowmap_called_genes,t2t,bwameth,wgbs,filt,200ng
2954,lowmap_called_genes,t2t,bismark,wgbs,nofilt,10ng
2998,lowmap_called_genes,t2t,bismark,wgbs,nofilt,200ng
2996,lowmap_called_genes,t2t,bwameth,wgbs,nofilt,50ng
5542,lowmap_called_genes,grch38,bismark,emseq,nofilt,50ng
5508,lowmap_called_genes,grch38,bwameth,wgbs,nofilt,50ng
3048,lowmap_called_genes,t2t,bwameth,emseq,filt,10ng
3005,lowmap_called_genes,t2t,bismark,wgbs,nofilt,50ng
3053,lowmap_called_genes,t2t,bismark,emseq,filt,200ng
3057,lowmap_called_genes,t2t,bwameth,emseq,filt,50ng
3038,lowmap_called_genes,t2t,bwameth,emseq,filt,200ng
3050,lowmap_called_genes,t2t,bwameth,emseq,nofilt,10ng
2939,lowmap_called_genes,t2t,bwameth,wgbs,nofilt,10ng
3041,lowmap_called_genes,t2t,bismark,emseq,filt,10ng
3058,lowmap_called_genes,t2t,bwameth,emseq,nofilt,50ng
3068,lowmap_called_genes,t2t,bismark,emseq,nofilt,50ng
3004,lowmap_called_genes,t2t,bismark,wgbs,filt,50ng
3040,lowmap_called_genes,t2t,bwameth,emseq,nofilt,200ng
2951,lowmap_called_genes,t2t,bismark,wgbs,filt,10ng
3067,lowmap_called_genes,t2t,bismark,emseq,filt,50ng
2997,lowmap_called_genes,t2t,bismark,wgbs,filt,200ng
3053,lowmap_called_genes,t2t,bismark,emseq,nofilt,200ng
3043,lowmap_called_genes,t2t,bismark,emseq,nofilt,10ng
3386,called_genes,t2t,bwameth,wgbs,filt,10ng
3389,called_genes,t2t,bwameth,emseq,nofilt,200ng
3388,called_genes,t2t,bismark,wgbs,nofilt,200ng
3389,called_genes,t2t,bwameth,emseq,filt,10ng
3386,called_genes,t2t,bismark,wgbs,nofilt,10ng
3388,called_genes,t2t,bwameth,wgbs,filt,50ng
3386,called_genes,t2t,bwameth,wgbs,nofilt,10ng
3388,called_genes,t2t,bwameth,wgbs,nofilt,50ng
3385,called_genes,t2t,bismark,wgbs,filt,10ng
3388,called_genes,t2t,bismark,emseq,nofilt,200ng
3388,called_genes,t2t,bismark,emseq,nofilt,50ng
3388,called_genes,t2t,bwameth,wgbs,filt,200ng
3389,called_genes,t2t,bwameth,emseq,nofilt,10ng
3388,called_genes,t2t,bwameth,wgbs,nofilt,200ng
3388,called_genes,t2t,bismark,emseq,filt,50ng
3388,called_genes,t2t,bismark,wgbs,filt,200ng
3388,called_genes,t2t,bwameth,emseq,filt,200ng
3388,called_genes,t2t,bismark,emseq,filt,200ng
3389,called_genes,t2t,bwameth,emseq,nofilt,50ng
3389,called_genes,t2t,bismark,emseq,filt,10ng
3389,called_genes,t2t,bismark,emseq,nofilt,10ng
3388,called_genes,t2t,bismark,wgbs,nofilt,50ng
3387,called_genes,t2t,bismark,wgbs,filt,50ng
3389,called_genes,t2t,bwameth,emseq,filt,50ng
5736,called_genes,grch38,bwameth,wgbs,filt,50ng
5740,called_genes,grch38,bismark,wgbs,filt,50ng
5739,called_genes,grch38,bismark,emseq,filt,10ng
5737,called_genes,grch38,bwameth,emseq,filt,200ng
5739,called_genes,grch38,bismark,emseq,nofilt,10ng
5737,called_genes,grch38,bwameth,wgbs,filt,10ng
5737,called_genes,grch38,bwameth,wgbs,nofilt,10ng
5740,called_genes,grch38,bismark,wgbs,nofilt,50ng
5740,called_genes,grch38,bismark,wgbs,filt,200ng
5739,called_genes,grch38,bismark,emseq,filt,200ng
5737,called_genes,grch38,bwameth,emseq,nofilt,200ng
5737,called_genes,grch38,bwameth,emseq,nofilt,10ng
5740,called_genes,grch38,bismark,wgbs,nofilt,10ng
5739,called_genes,grch38,bismark,emseq,nofilt,200ng
5737,called_genes,grch38,bwameth,emseq,nofilt,50ng
5736,called_genes,grch38,bwameth,wgbs,nofilt,50ng
5737,called_genes,grch38,bwameth,emseq,filt,10ng
5740,called_genes,grch38,bismark,emseq,filt,50ng
5737,called_genes,grch38,bwameth,emseq,filt,50ng
5740,called_genes,grch38,bismark,wgbs,filt,10ng
5737,called_genes,grch38,bwameth,wgbs,filt,200ng
5737,called_genes,grch38,bwameth,wgbs,nofilt,200ng
5740,called_genes,grch38,bismark,wgbs,nofilt,200ng
5740,called_genes,grch38,bismark,emseq,nofilt,50ng
